-4.383745670318603516e+00,-1.493603110313415527e+00,-1.280125498771667480e+00,1.837312507629394531e+01,-3.431981563568115234e+00,5.021849155426025391e+00,-2.448931217193603516e+00,-1.776374697685241699e+00,-4.357574939727783203e+00,-4.216195583343505859e+00
2.001603841781616211e+00,5.660866260528564453e+00,-5.454551696777343750e+00,-2.072001934051513672e+00,-4.509840011596679688e+00,-4.789572715759277344e+00,-1.437785267829895020e+00,-5.106663703918457031e+00,1.788977241516113281e+01,-2.176289319992065430e+00
1.088312983512878418e+00,7.233855724334716797e+00,-4.727998733520507812e+00,-3.538321256637573242e+00,-4.397601127624511719e+00,-3.806888818740844727e+00,-1.683531165122985840e+00,-3.197622776031494141e+00,1.304285335540771484e+01,-7.849372923374176025e-03
9.804133415222167969e+00,2.443631649017333984e+00,-1.812614649534225464e-01,-3.299156725406646729e-01,-4.330843925476074219e+00,-5.435195922851562500e+00,-3.103881120681762695e+00,-3.434062480926513672e+00,2.752259492874145508e+00,1.821111917495727539e+00
-3.884094476699829102e+00,-8.835138678550720215e-01,3.841867208480834961e+00,-1.813578605651855469e-02,1.500183463096618652e+00,-2.182227373123168945e+00,1.173321819305419922e+01,-4.261487960815429688e+00,-3.176201343536376953e+00,-2.664325475692749023e+00
-5.982109546661376953e+00,-2.238850355148315430e+00,-1.258211255073547363e+00,3.327683448791503906e+00,-1.436030149459838867e+00,3.782350301742553711e+00,1.420597743988037109e+01,-2.196466684341430664e+00,-4.894159317016601562e+00,-3.304011583328247070e+00
-1.695825576782226562e+00,7.612880706787109375e+00,-6.750871241092681885e-02,-8.513583540916442871e-01,-4.453544616699218750e+00,5.766919255256652832e-01,-1.176008582115173340e+00,-2.794944345951080322e-01,-2.471355199813842773e+00,2.811240911483764648e+00
-2.784679532051086426e-01,-1.536452174186706543e+00,4.878941774368286133e-01,5.110516548156738281e-01,-2.426032543182373047e+00,-1.693445324897766113e+00,1.012201786041259766e+01,-1.108738064765930176e+00,-3.186285972595214844e+00,-8.860552906990051270e-01
-4.420939922332763672e+00,-3.987109184265136719e+00,-4.656089305877685547e+00,1.570272254943847656e+01,-2.888022363185882568e-01,8.149015426635742188e+00,-2.322805404663085938e+00,-1.351322174072265625e+00,-3.524241685867309570e+00,-3.294149875640869141e+00
-2.165075302124023438e+00,1.285610103607177734e+01,-3.013576507568359375e+00,-2.947852373123168945e+00,-3.903468847274780273e+00,-3.453563928604125977e+00,2.802607975900173187e-02,-2.639150857925415039e+00,5.953561067581176758e-01,4.649105548858642578e+00
1.064853000640869141e+01,-1.606857061386108398e+00,1.553563952445983887e+00,-2.021760940551757812e+00,-1.249074697494506836e+00,2.089312970638275146e-01,-3.573488950729370117e+00,-1.721091508865356445e+00,-1.654102563858032227e+00,-5.791289806365966797e-01
-3.195048809051513672e+00,3.171168565750122070e+00,-3.961930751800537109e+00,-1.119154214859008789e+00,-5.634495735168457031e+00,-3.688083887100219727e+00,-3.770263433456420898e+00,4.998298585414886475e-01,-9.399236440658569336e-01,1.864745140075683594e+01
-4.188415050506591797e+00,-2.153505086898803711e+00,-3.604808807373046875e+00,2.626099586486816406e+00,4.083000183105468750e+00,1.112508583068847656e+01,-7.904819846153259277e-01,1.417583703994750977e+00,-4.630010604858398438e+00,-3.878797292709350586e+00
-4.143245220184326172e+00,-4.549438357353210449e-01,-2.258882522583007812e+00,-1.480849266052246094e+00,-8.143831044435501099e-02,-3.955769240856170654e-01,-2.377998590469360352e+00,1.649560546875000000e+01,-2.546755552291870117e+00,-2.751970052719116211e+00
-2.501267194747924805e+00,4.974919319152832031e+00,-3.024431228637695312e+00,-1.963321924209594727e+00,-5.075623035430908203e+00,-3.733637094497680664e+00,-2.993014574050903320e+00,-1.502115845680236816e+00,2.542851448059082031e+00,1.328358745574951172e+01
1.499452352523803711e+00,4.615867733955383301e-01,-2.002864360809326172e+00,-2.168436050415039062e-01,-2.443659067153930664e+00,-3.822517156600952148e+00,5.515566825866699219e+00,-4.293820381164550781e+00,8.190978050231933594e+00,-2.882065534591674805e+00
-4.850182056427001953e+00,-2.521915674209594727e+00,-3.075772762298583984e+00,8.129782676696777344e-01,-2.460340261459350586e+00,1.570992088317871094e+01,-3.288643598556518555e+00,7.124505996704101562e+00,-2.933733940124511719e+00,-4.511370658874511719e+00
-3.544851541519165039e+00,-2.117606878280639648e+00,-1.536679506301879883e+00,-3.485424518585205078e-01,-5.515483021736145020e-01,-1.665764093399047852e+00,1.046213433146476746e-01,1.022563362121582031e+01,-2.231641530990600586e+00,1.671960115432739258e+00
1.778384447097778320e-01,-2.334479540586471558e-01,-1.315115332603454590e+00,-2.193979501724243164e+00,-1.028018832206726074e+00,-4.079163551330566406e+00,-1.922356247901916504e+00,-2.508461952209472656e+00,1.264088153839111328e+01,4.669290482997894287e-01
-1.849281549453735352e+00,-2.123543024063110352e+00,2.502698659896850586e+00,-1.604931116104125977e+00,-1.457039594650268555e+00,-2.312124252319335938e+00,1.176710224151611328e+01,-2.586541175842285156e+00,-1.112220883369445801e+00,-1.218996763229370117e+00
-4.323314428329467773e-01,1.302019953727722168e+00,-2.822025775909423828e+00,-1.089364767074584961e+00,-6.720134615898132324e-01,3.239451408386230469e+00,-3.955960988998413086e+00,7.447050571441650391e+00,-4.179021358489990234e+00,1.167331337928771973e+00
9.117698669433593750e+00,-2.288180589675903320e+00,6.152006626129150391e+00,-7.641839385032653809e-01,-1.704047560691833496e+00,-3.548085927963256836e+00,-1.493255734443664551e+00,-3.137119770050048828e+00,-6.310989856719970703e-01,-1.699491262435913086e+00
