2.622245252132415771e-01,2.315557152032852173e-01,2.759342789649963379e-01,6.575433015823364258e-01,2.230451703071594238e-01,3.933999538421630859e-01,2.850823104381561279e-01,1.637499332427978516e-01,1.922370344400405884e-01,1.398702710866928101e-01
3.403404653072357178e-01,3.753212988376617432e-01,1.349861770868301392e-01,1.980337500572204590e-01,1.148224696516990662e-01,9.606859087944030762e-02,2.306729555130004883e-01,1.270738989114761353e-01,7.282772064208984375e-01,2.523980736732482910e-01
3.243582546710968018e-01,5.133562684059143066e-01,1.665512770414352417e-01,1.874002069234848022e-01,1.399807929992675781e-01,1.343421489000320435e-01,2.077768296003341675e-01,1.859229356050491333e-01,5.622441768646240234e-01,3.699991703033447266e-01
6.125725507736206055e-01,2.587922215461730957e-01,2.946259081363677979e-01,3.286826312541961670e-01,1.254245191812515259e-01,1.470559537410736084e-01,1.589883267879486084e-01,1.733542233705520630e-01,4.020924568176269531e-01,3.295158147811889648e-01
1.677048802375793457e-01,2.595431804656982422e-01,3.828735351562500000e-01,3.107210099697113037e-01,3.054803013801574707e-01,2.139818668365478516e-01,6.458994746208190918e-01,1.332596242427825928e-01,2.063688486814498901e-01,2.115038335323333740e-01
1.239598989486694336e-01,1.600022763013839722e-01,2.452894300222396851e-01,4.528222978115081787e-01,2.481825053691864014e-01,3.668850958347320557e-01,6.593086123466491699e-01,1.510931402444839478e-01,1.339119225740432739e-01,1.488949507474899292e-01
2.359119802713394165e-01,5.361837744712829590e-01,2.607415616512298584e-01,3.178089261054992676e-01,1.600736975669860840e-01,4.162865579128265381e-01,2.232402265071868896e-01,2.503259479999542236e-01,1.705487221479415894e-01,3.838744163513183594e-01
2.223880290985107422e-01,2.073680609464645386e-01,3.168737292289733887e-01,2.499958723783493042e-01,2.081741988658905029e-01,2.569073140621185303e-01,7.000464797019958496e-01,2.040377259254455566e-01,1.728263348340988159e-01,2.715361118316650391e-01
1.261263638734817505e-01,1.195378676056861877e-01,1.775407344102859497e-01,6.453419327735900879e-01,3.003604412078857422e-01,5.003852844238281250e-01,2.293294668197631836e-01,2.896614074707031250e-01,1.411539912223815918e-01,1.574606746435165405e-01
2.168568372726440430e-01,5.976711511611938477e-01,1.291310042142868042e-01,1.779274940490722656e-01,1.982703208923339844e-01,1.619446277618408203e-01,2.336453348398208618e-01,1.987622529268264771e-01,3.098375201225280762e-01,5.401817560195922852e-01
5.972528457641601562e-01,1.856737732887268066e-01,2.731633484363555908e-01,3.645158410072326660e-01,3.173183798789978027e-01,3.430456817150115967e-01,1.867993175983428955e-01,2.392174154520034790e-01,1.984340250492095947e-01,2.268433719873428345e-01
2.204898595809936523e-01,4.075134396553039551e-01,7.717026770114898682e-02,2.192900925874710083e-01,1.101514250040054321e-01,1.599455475807189941e-01,1.655303984880447388e-01,2.494601607322692871e-01,2.889379858970642090e-01,7.214165925979614258e-01
1.502491384744644165e-01,1.464772820472717285e-01,2.988704442977905273e-01,4.077403843402862549e-01,4.570890367031097412e-01,5.233768224716186523e-01,2.522270083427429199e-01,3.639878332614898682e-01,8.335570991039276123e-02,1.203592717647552490e-01
1.686286926269531250e-01,2.341456264257431030e-01,2.145299613475799561e-01,2.719389498233795166e-01,2.572583556175231934e-01,3.474817574024200439e-01,2.153401225805282593e-01,6.950404644012451172e-01,1.772795468568801880e-01,2.212695628404617310e-01
2.612589597702026367e-01,4.324004054069519043e-01,1.232311725616455078e-01,1.800069808959960938e-01,9.598305076360702515e-02,1.540185511112213135e-01,1.460506916046142578e-01,2.211875468492507935e-01,3.270041346549987793e-01,6.978998780250549316e-01
3.347273766994476318e-01,2.565871179103851318e-01,2.340431362390518188e-01,2.600477039813995361e-01,3.163638412952423096e-01,1.960229575634002686e-01,4.345733523368835449e-01,1.158124729990959167e-01,5.613251328468322754e-01,2.094184756278991699e-01
1.267014443874359131e-01,1.349757462739944458e-01,1.279138624668121338e-01,4.460919201374053955e-01,1.675976961851119995e-01,6.452525258064270020e-01,2.017913609743118286e-01,4.767418801784515381e-01,1.461928933858871460e-01,1.286604106426239014e-01
2.401734888553619385e-01,2.280612438917160034e-01,2.698126137256622314e-01,2.882544398307800293e-01,2.852932214736938477e-01,2.983447611331939697e-01,2.483201622962951660e-01,5.910053253173828125e-01,2.495916932821273804e-01,3.012760579586029053e-01
